Sun Feb  5 11:47:21 2023,1675586793,4.27,-1706.88
Sun Feb  5 11:47:21 2023,1675586828,1.61,1689.54
Sun Feb  5 11:47:36 2023,1675586847,1.17,1672.0
Sun Feb  5 11:47:47 2023,1675586861,1.07,1670.0
Sun Feb  5 11:48:17 2023,1675586872,3.27,-675.76
Sun Feb  5 11:48:47 2023,1675586903,2.96,1790.0
Sun Feb  5 11:49:22 2023,1675586932,4.61,-979.71
Sun Feb  5 11:49:46 2023,1675586968,2.10,2014.87
Sun Feb  5 11:50:02 2023,1675586991,1.39,2109.39
Sun Feb  5 11:50:18 2023,1675587008,1.37,1611.7
Sun Feb  5 11:50:29 2023,1675587024,1.00,1812.0
Sun Feb  5 11:50:56 2023,1675587034,2.67,1535.8
Sun Feb  5 11:51:09 2023,1675587061,1.13,2594.6
Sun Feb  5 11:51:53 2023,1675587074,7.41,-834.8
Sun Feb  5 11:52:18 2023,1675587118,2.39,591.3
Sun Feb  5 11:52:29 2023,1675587144,1.00,2865.2
Sun Feb  5 11:53:44 2023,1675587155,46.67,-16818.11
Sun Feb  5 11:54:09 2023,1675587229,2.33,2227.94
Sun Feb  5 11:54:19 2023,1675587254,1.00,1704.21
Sun Feb  5 11:54:49 2023,1675587265,3.16,893.21
Sun Feb  5 11:55:13 2023,1675587295,2.13,808.75
Sun Feb  5 11:55:23 2023,1675587318,1.00,1247.31
Sun Feb  5 11:55:51 2023,1675587329,2.70,620.15
Sun Feb  5 11:56:13 2023,1675587356,2.01,677.12
Sun Feb  5 11:56:33 2023,1675587379,1.76,2018.0
Sun Feb  5 11:56:46 2023,1675587399,1.08,3076.52
Sun Feb  5 11:57:53 2023,1675587411,29.51,-11522.14
Sun Feb  5 11:58:33 2023,1675587478,6.04,-4511.58
Sun Feb  5 11:59:01 2023,1675587519,2.62,-415.79
Sun Feb  5 11:59:13 2023,1675587546,1.15,1856.37
Sun Feb  5 11:59:39 2023,1675587559,2.40,334.86
Sun Feb  5 12:00:02 2023,1675587584,2.05,1477.38
Sun Feb  5 12:00:18 2023,1675587607,1.34,3636.15
Sun Feb  5 12:00:31 2023,1675587623,1.17,2532.15
Sun Feb  5 12:00:46 2023,1675587636,1.33,2306.0
Sun Feb  5 12:01:03 2023,1675587652,1.41,2351.0
Sun Feb  5 12:01:25 2023,1675587668,2.04,1520.0
Sun Feb  5 12:01:43 2023,1675587691,1.55,1635.0
Sun Feb  5 12:01:56 2023,1675587709,1.10,1695.0
Sun Feb  5 12:02:10 2023,1675587721,1.19,2100.0
Sun Feb  5 12:02:27 2023,1675587735,1.33,2200.0
Sun Feb  5 12:02:41 2023,1675587751,1.35,2197.5
Sun Feb  5 12:02:55 2023,1675587766,1.23,2100.0
Sun Feb  5 12:03:26 2023,1675587781,3.38,1229.5
Sun Feb  5 12:03:39 2023,1675587812,1.13,951.0
Sun Feb  5 12:03:51 2023,1675587824,1.09,943.0
Sun Feb  5 12:04:19 2023,1675587837,2.82,480.0
Sun Feb  5 12:06:12 2023,1675587865,454.48,-3770.0
Sun Feb  5 12:06:33 2023,1675587977,1.93,2038.0
Sun Feb  5 12:06:51 2023,1675587999,1.44,2732.5
Sun Feb  5 12:07:08 2023,1675588016,1.52,2456.0
Sun Feb  5 12:07:44 2023,1675588034,4.50,-224.65
Sun Feb  5 12:08:16 2023,1675588070,3.69,-301.61
Sun Feb  5 12:09:01 2023,1675588102,7.50,-6485.15
Sun Feb  5 12:09:13 2023,1675588147,1.06,1601.21
Sun Feb  5 12:09:48 2023,1675588158,4.32,1359.44
Sun Feb  5 12:10:00 2023,1675588193,1.11,1542.21
Sun Feb  5 12:10:23 2023,1675588206,2.03,3112.54
Sun Feb  5 12:11:07 2023,1675588229,7.35,-6362.28
Sun Feb  5 12:11:33 2023,1675588273,2.54,1098.66
Sun Feb  5 12:12:02 2023,1675588299,2.87,1096.17
Sun Feb  5 12:12:23 2023,1675588327,1.83,2247.87
Sun Feb  5 12:12:55 2023,1675588348,3.59,2060.2
Sun Feb  5 12:13:15 2023,1675588380,1.78,2274.08
Sun Feb  5 12:13:33 2023,1675588401,1.61,1957.75
Sun Feb  5 12:14:17 2023,1675588419,7.14,-5513.6
Sun Feb  5 12:14:33 2023,1675588463,1.39,1777.68
Sun Feb  5 12:14:49 2023,1675588479,1.38,1699.4
Sun Feb  5 12:15:07 2023,1675588495,1.46,0
Sun Feb  5 12:15:22 2023,1675588512,1.30,1685.15
Sun Feb  5 12:15:43 2023,1675588527,1.87,1739.29
Sun Feb  5 12:16:01 2023,1675588549,1.58,1543.84
Sun Feb  5 12:17:29 2023,1675588567,101.08,-9603.89
Sun Feb  5 12:17:58 2023,1675588655,3.06,-249.43
Sun Feb  5 12:18:14 2023,1675588684,1.34,1236.21
Sun Feb  5 12:18:34 2023,1675588700,1.72,1282.09
Sun Feb  5 12:19:21 2023,1675588720,8.54,-4544.21
Sun Feb  5 12:20:07 2023,1675588766,8.80,-9080.93
Sun Feb  5 12:20:23 2023,1675588813,1.26,3930.69
Sun Feb  5 12:20:53 2023,1675588828,3.30,1270.75
Sun Feb  5 12:21:20 2023,1675588858,2.68,1292.77
Sun Feb  5 12:21:50 2023,1675588886,3.21,1922.92
Sun Feb  5 12:22:18 2023,1675588916,2.80,1793.64
Sun Feb  5 12:22:32 2023,1675588944,1.19,2671.19
Sun Feb  5 12:22:44 2023,1675588957,1.07,2231.07
Sun Feb  5 12:23:07 2023,1675588969,2.13,2140.52
Sun Feb  5 12:23:32 2023,1675588993,2.32,1571.86
Sun Feb  5 12:23:58 2023,1675589018,2.52,1610.02
Sun Feb  5 12:24:19 2023,1675589044,1.87,3153.57
Sun Feb  5 12:24:30 2023,1675589065,1.03,3379.76
Sun Feb  5 12:24:41 2023,1675589076,1.01,3307.0
Sun Feb  5 12:25:04 2023,1675589087,1.98,3301.15
Sun Feb  5 12:25:21 2023,1675589109,1.45,2308.99
Sun Feb  5 12:25:36 2023,1675589126,1.30,2146.69
Sun Feb  5 12:26:21 2023,1675589141,7.62,-4084.2
Sun Feb  5 12:26:37 2023,1675589186,1.35,2505.5
Sun Feb  5 12:27:44 2023,1675589202,30.98,-14481.0
Sun Feb  5 12:28:13 2023,1675589270,2.93,1940.46
Sun Feb  5 12:28:34 2023,1675589299,1.79,1751.89
Sun Feb  5 12:28:45 2023,1675589319,1.02,2405.0
Sun Feb  5 12:29:07 2023,1675589330,1.99,1785.24
Sun Feb  5 12:29:26 2023,1675589352,1.65,1717.4
Sun Feb  5 12:29:48 2023,1675589372,1.91,1709.2
Sun Feb  5 12:30:16 2023,1675589393,2.91,217.4
Sun Feb  5 12:30:31 2023,1675589422,1.27,1464.1
Sun Feb  5 12:30:45 2023,1675589436,1.17,1369.8
Sun Feb  5 12:31:11 2023,1675589450,2.54,1289.1
Sun Feb  5 12:31:23 2023,1675589476,1.13,1842.0
Sun Feb  5 12:31:36 2023,1675589489,1.11,2022.0
Sun Feb  5 12:31:47 2023,1675589501,1.05,1991.0
Sun Feb  5 12:32:36 2023,1675589513,9.58,-10240.06
Sun Feb  5 12:33:19 2023,1675589561,6.80,-31.13
Sun Feb  5 12:33:46 2023,1675589604,2.67,2274.14
Sun Feb  5 12:34:00 2023,1675589631,1.27,2573.76
Sun Feb  5 12:34:13 2023,1675589646,1.07,2050.76
Sun Feb  5 12:34:34 2023,1675589658,1.96,2864.07
Sun Feb  5 12:34:50 2023,1675589680,1.29,2207.28
Sun Feb  5 12:35:16 2023,1675589695,2.54,1007.6
Sun Feb  5 12:35:37 2023,1675589721,1.64,3200.0
Sun Feb  5 12:35:50 2023,1675589740,1.35,2178.0
Sun Feb  5 12:36:13 2023,1675589756,2.06,1190.0
Sun Feb  5 12:36:29 2023,1675589779,1.35,1253.0
Sun Feb  5 12:36:48 2023,1675589795,1.58,862.94
Sun Feb  5 12:37:50 2023,1675589813,21.97,-5248.6
Sun Feb  5 12:38:03 2023,1675589875,1.20,1445.0
Sun Feb  5 12:38:43 2023,1675589889,5.79,46.4
Sun Feb  5 12:39:05 2023,1675589929,1.80,1143.0
Sun Feb  5 12:39:54 2023,1675589950,10.93,-5921.8
Sun Feb  5 12:40:21 2023,1675590000,2.45,500.6
Sun Feb  5 12:40:45 2023,1675590026,2.34,1755.0
Sun Feb  5 12:41:07 2023,1675590051,1.95,1695.0
Sun Feb  5 12:41:31 2023,1675590073,2.16,1266.25
Sun Feb  5 12:41:42 2023,1675590096,1.00,1559.8
Sun Feb  5 12:42:24 2023,1675590107,6.74,-3270.17
Sun Feb  5 12:42:52 2023,1675590150,2.79,-55.05
Sun Feb  5 12:43:20 2023,1675590178,2.77,21.22
Sun Feb  5 12:44:07 2023,1675590205,8.51,-2830.36
Sun Feb  5 12:44:27 2023,1675590252,1.76,1519.45
Sun Feb  5 12:45:27 2023,1675590272,19.81,-8054.68
Sun Feb  5 12:46:11 2023,1675590333,7.22,-3622.49
Sun Feb  5 12:46:35 2023,1675590376,2.19,1294.49
Sun Feb  5 12:46:49 2023,1675590400,1.23,2922.0
Sun Feb  5 12:47:01 2023,1675590414,1.10,3120.0
Sun Feb  5 12:47:23 2023,1675590427,1.93,2673.8
Sun Feb  5 12:47:42 2023,1675590448,1.66,2691.04
Sun Feb  5 12:48:18 2023,1675590468,4.58,165.27
Sun Feb  5 12:48:44 2023,1675590504,2.40,587.04
Sun Feb  5 12:49:03 2023,1675590529,1.69,837.6
Sun Feb  5 12:49:41 2023,1675590549,5.30,785.8
Sun Feb  5 12:50:09 2023,1675590587,2.80,769.9
Sun Feb  5 12:50:45 2023,1675590615,4.39,-89.7
Sun Feb  5 12:51:26 2023,1675590651,5.80,-2500.88
Sun Feb  5 12:51:43 2023,1675590691,1.43,2315.44
Sun Feb  5 12:52:11 2023,1675590707,3.01,1208.86
Sun Feb  5 12:52:29 2023,1675590737,1.52,1928.21
Sun Feb  5 12:52:41 2023,1675590754,1.12,2947.0
Sun Feb  5 12:53:24 2023,1675590767,6.98,-4301.82
Sun Feb  5 12:53:57 2023,1675590810,3.73,-1006.03
Sun Feb  5 12:54:12 2023,1675590843,1.27,1880.6
Sun Feb  5 12:54:25 2023,1675590858,1.12,2191.5
Sun Feb  5 12:54:37 2023,1675590870,1.07,2190.0
Sun Feb  5 12:54:54 2023,1675590882,1.53,3095.0
Sun Feb  5 12:55:48 2023,1675590900,13.02,-9913.0
Sun Feb  5 12:56:00 2023,1675590954,1.00,2276.0
Sun Feb  5 12:56:17 2023,1675590964,1.54,1940.0
Sun Feb  5 12:56:30 2023,1675590982,1.12,2229.8
Sun Feb  5 12:56:52 2023,1675590995,1.99,1233.6
Sun Feb  5 12:57:07 2023,1675591017,1.30,1769.3
Sun Feb  5 12:57:17 2023,1675591032,1.00,1026.0
Sun Feb  5 12:57:49 2023,1675591043,3.48,-533.66
Sun Feb  5 12:58:05 2023,1675591075,1.36,628.1
Sun Feb  5 12:58:19 2023,1675591090,1.21,1796.82
Sun Feb  5 12:59:38 2023,1675591104,59.71,-11216.73
Sun Feb  5 12:59:54 2023,1675591183,1.30,1282.0
Sun Feb  5 13:00:42 2023,1675591198,9.83,-6266.17
Sun Feb  5 13:00:54 2023,1675591247,1.06,2160.0
Sun Feb  5 13:01:11 2023,1675591259,1.47,1939.45
Sun Feb  5 13:01:27 2023,1675591276,1.35,2953.79
Sun Feb  5 13:01:39 2023,1675591292,1.06,3149.94
Sun Feb  5 13:01:52 2023,1675591304,1.21,3054.84
Sun Feb  5 13:02:06 2023,1675591318,1.20,2982.1
Sun Feb  5 13:02:38 2023,1675591332,3.46,-363.6
Sun Feb  5 13:03:01 2023,1675591363,2.11,1085.73
Sun Feb  5 13:03:15 2023,1675591386,1.17,2385.0
Sun Feb  5 13:03:37 2023,1675591400,1.91,2299.69
Sun Feb  5 13:04:06 2023,1675591421,3.23,1446.9
Sun Feb  5 13:04:33 2023,1675591452,2.72,675.46
Sun Feb  5 13:04:44 2023,1675591479,1.00,1674.0
Sun Feb  5 13:05:24 2023,1675591490,5.84,707.9
Sun Feb  5 13:05:39 2023,1675591530,1.26,2830.0
Sun Feb  5 13:05:59 2023,1675591545,1.75,1429.95
Sun Feb  5 13:06:32 2023,1675591565,3.71,-78.69
Sun Feb  5 13:07:02 2023,1675591597,3.34,-67.24
Sun Feb  5 13:07:15 2023,1675591628,1.11,1371.0
Sun Feb  5 13:07:51 2023,1675591641,4.59,-2055.97
Sun Feb  5 13:08:17 2023,1675591677,2.43,175.52
Sun Feb  5 13:08:31 2023,1675591702,1.22,1632.71
Sun Feb  5 13:09:16 2023,1675591716,7.74,-4096.6
Sun Feb  5 13:09:27 2023,1675591761,1.00,1681.57
Sun Feb  5 13:09:40 2023,1675591772,1.21,1690.0
Sun Feb  5 13:09:55 2023,1675591786,1.27,1660.6
Sun Feb  5 13:10:15 2023,1675591801,1.70,1620.0
Sun Feb  5 13:11:50 2023,1675591820,158.03,-16466.25
Sun Feb  5 13:13:06 2023,1675591916,45.74,-12710.5
Sun Feb  5 13:13:24 2023,1675591990,1.68,910.05
Sun Feb  5 13:14:52 2023,1675592009,101.77,-6237.89
Sun Feb  5 13:15:05 2023,1675592097,1.17,1222.0
Sun Feb  5 13:15:18 2023,1675592111,1.15,1765.0
Sun Feb  5 13:15:38 2023,1675592124,1.74,1510.0
Sun Feb  5 13:16:12 2023,1675592144,3.95,-1326.5
Sun Feb  5 13:16:24 2023,1675592177,1.02,3053.0
Sun Feb  5 13:16:56 2023,1675592189,3.74,2542.2
Sun Feb  5 13:17:10 2023,1675592221,1.21,1970.0
Sun Feb  5 13:17:44 2023,1675592235,3.84,-1137.3
Sun Feb  5 13:18:07 2023,1675592268,2.16,1610.8
Sun Feb  5 13:18:25 2023,1675592292,1.44,2778.4
Sun Feb  5 13:19:33 2023,1675592309,32.11,-13141.64
Sun Feb  5 13:20:15 2023,1675592378,6.63,-3553.93
Sun Feb  5 13:20:29 2023,1675592420,1.24,2339.9
Sun Feb  5 13:20:41 2023,1675592434,1.11,2183.0
Sun Feb  5 13:21:11 2023,1675592447,3.11,1754.25
Sun Feb  5 13:21:29 2023,1675592476,1.41,2480.76
Sun Feb  5 13:21:51 2023,1675592493,2.05,2350.55
Sun Feb  5 13:22:07 2023,1675592516,1.41,2464.6
Sun Feb  5 13:22:24 2023,1675592532,1.39,1980.0
Sun Feb  5 13:23:07 2023,1675592548,7.26,-6527.7
Sun Feb  5 13:23:32 2023,1675592592,2.41,1927.2
Sun Feb  5 13:23:47 2023,1675592618,1.25,1849.0
Sun Feb  5 13:24:11 2023,1675592632,2.24,1759.8
Sun Feb  5 13:24:26 2023,1675592656,1.29,1539.1
Sun Feb  5 13:24:39 2023,1675592671,1.13,1561.0
Sun Feb  5 13:24:54 2023,1675592684,1.31,1491.5
Sun Feb  5 13:25:19 2023,1675592700,2.24,1392.0
Sun Feb  5 13:25:33 2023,1675592724,1.24,1775.0
Sun Feb  5 13:25:51 2023,1675592738,1.55,1716.4
Sun Feb  5 13:26:46 2023,1675592756,13.97,-7759.7
Sun Feb  5 13:27:04 2023,1675592811,1.50,1145.2
Sun Feb  5 13:27:15 2023,1675592828,1.00,2705.0
Sun Feb  5 13:28:18 2023,1675592839,24.45,-14834.6
Sun Feb  5 13:28:36 2023,1675592903,1.51,1271.8
Sun Feb  5 13:28:48 2023,1675592921,1.08,1774.0
Sun Feb  5 13:29:29 2023,1675592933,6.42,-2424.1
Sun Feb  5 13:30:14 2023,1675592975,7.55,-1453.7
Sun Feb  5 13:31:03 2023,1675593019,10.35,-2394.1
Sun Feb  5 13:31:20 2023,1675593069,1.27,1892.0
Sun Feb  5 13:32:00 2023,1675593084,6.39,-3560.2
Sun Feb  5 13:32:46 2023,1675593125,8.63,-6126.8
Sun Feb  5 13:33:05 2023,1675593172,1.54,2704.0
Sun Feb  5 13:33:32 2023,1675593190,2.41,1892.8
Sun Feb  5 13:34:14 2023,1675593215,7.58,-4429.62
Sun Feb  5 13:34:43 2023,1675593260,2.92,1226.8
Sun Feb  5 13:35:09 2023,1675593289,2.47,1047.0
Sun Feb  5 13:35:23 2023,1675593314,1.20,2302.0
Sun Feb  5 13:35:41 2023,1675593328,1.49,2185.0
Sun Feb  5 13:37:25 2023,1675593346,273.49,-9980.7
Sun Feb  5 13:37:36 2023,1675593450,1.03,1780.0
Sun Feb  5 13:37:51 2023,1675593461,1.16,1681.95
Sun Feb  5 13:38:28 2023,1675593474,5.55,1408.34
Sun Feb  5 13:38:42 2023,1675593514,1.18,1717.0
Sun Feb  5 13:39:01 2023,1675593527,1.64,898.05
Sun Feb  5 13:39:41 2023,1675593546,5.77,-2713.24
Sun Feb  5 13:40:18 2023,1675593586,5.00,-1541.68
Sun Feb  5 13:41:23 2023,1675593624,24.98,-13009.37
Sun Feb  5 13:41:45 2023,1675593688,2.02,1414.5
Sun Feb  5 13:42:08 2023,1675593711,2.08,1285.4
Sun Feb  5 13:42:25 2023,1675593734,1.45,911.0
Sun Feb  5 13:42:50 2023,1675593751,2.32,758.69
Sun Feb  5 13:43:10 2023,1675593776,1.80,847.4
Sun Feb  5 13:44:05 2023,1675593796,13.08,-11415.75
Sun Feb  5 13:44:35 2023,1675593850,3.39,733.6
Sun Feb  5 13:46:15 2023,1675593881,195.17,-8252.47
Sun Feb  5 13:46:51 2023,1675593980,4.71,-714.39
Sun Feb  5 13:47:37 2023,1675594016,8.41,-3242.2
Sun Feb  5 13:47:58 2023,1675594063,1.86,1965.68
Sun Feb  5 13:48:45 2023,1675594084,8.93,-12286.41
Sun Feb  5 13:49:31 2023,1675594131,7.87,-8479.4
Sun Feb  5 13:49:51 2023,1675594176,1.76,4085.0
Sun Feb  5 13:50:06 2023,1675594196,1.27,4482.68
Sun Feb  5 13:50:21 2023,1675594211,1.34,5938.68
Sun Feb  5 13:50:32 2023,1675594227,1.00,2577.0
Sun Feb  5 13:51:00 2023,1675594238,2.81,2621.0
Sun Feb  5 13:51:16 2023,1675594266,1.36,5246.0
Sun Feb  5 13:51:34 2023,1675594281,1.59,2185.0
Sun Feb  5 13:51:49 2023,1675594300,1.29,2243.0
Sun Feb  5 13:52:11 2023,1675594315,1.93,3913.08
Sun Feb  5 13:52:34 2023,1675594337,1.85,1841.0
Sun Feb  5 13:53:38 2023,1675594358,26.55,-9540.8
Sun Feb  5 13:54:11 2023,1675594423,3.95,-1677.94
Sun Feb  5 13:55:06 2023,1675594457,13.82,-11670.4
Sun Feb  5 13:55:17 2023,1675594511,1.00,4356.0
Sun Feb  5 13:56:03 2023,1675594522,8.62,-12219.1
Sun Feb  5 13:56:15 2023,1675594569,1.06,4349.58
Sun Feb  5 13:56:27 2023,1675594581,1.05,5430.0
Sun Feb  5 13:56:40 2023,1675594592,1.16,4307.0
Sun Feb  5 13:56:54 2023,1675594606,1.18,2775.0
Sun Feb  5 13:57:21 2023,1675594619,2.85,851.9
Sun Feb  5 13:57:33 2023,1675594647,1.00,1961.0
Sun Feb  5 13:58:13 2023,1675594658,5.96,-1358.44
Sun Feb  5 13:58:59 2023,1675594699,8.15,-3387.27
Sun Feb  5 13:59:17 2023,1675594744,1.56,1852.22
Sun Feb  5 13:59:29 2023,1675594763,1.09,1856.04
Sun Feb  5 13:59:59 2023,1675594775,3.15,-927.4
Sun Feb  5 14:00:24 2023,1675594805,2.31,2092.5
Sun Feb  5 14:00:51 2023,1675594829,2.57,1565.16
Sun Feb  5 14:01:17 2023,1675594856,2.57,1986.79
Sun Feb  5 14:01:53 2023,1675594882,4.61,-1853.57
Sun Feb  5 14:02:36 2023,1675594919,6.63,-4128.11
Sun Feb  5 14:03:01 2023,1675594961,2.34,2576.0
Sun Feb  5 14:04:01 2023,1675594986,19.49,-16754.14
Sun Feb  5 14:05:04 2023,1675595046,23.76,-7259.55
Sun Feb  5 14:06:13 2023,1675595110,32.98,-15371.15
Sun Feb  5 14:06:24 2023,1675595179,1.00,2468.97
Sun Feb  5 14:06:44 2023,1675595190,1.78,2158.5
Sun Feb  5 14:06:57 2023,1675595210,1.12,1887.0
Sun Feb  5 14:07:29 2023,1675595223,3.43,-681.3
Sun Feb  5 14:07:42 2023,1675595254,1.18,2458.0
Sun Feb  5 14:07:59 2023,1675595268,1.31,3019.05
Sun Feb  5 14:08:25 2023,1675595283,2.71,1452.65
Sun Feb  5 14:09:08 2023,1675595310,7.13,-1719.4
Sun Feb  5 14:09:23 2023,1675595354,1.31,1845.0
Sun Feb  5 14:09:37 2023,1675595369,1.17,1770.0
Sun Feb  5 14:09:51 2023,1675595382,1.25,1765.0
Sun Feb  5 14:10:14 2023,1675595397,2.13,1028.1
Sun Feb  5 14:10:41 2023,1675595420,2.44,616.0
Sun Feb  5 14:11:01 2023,1675595446,1.77,840.0
Sun Feb  5 14:12:04 2023,1675595466,22.53,-10529.88
Sun Feb  5 14:12:47 2023,1675595529,7.03,-471.53
Sun Feb  5 14:13:13 2023,1675595572,2.57,1169.97
Sun Feb  5 14:13:31 2023,1675595599,1.54,1819.05
Sun Feb  5 14:13:56 2023,1675595617,2.43,917.93
